Regiao;UF;NomMunicipio;NomBairro;NomRevenda;NomEnderecoCompleto;DscProduto;202201;202202;202203;202204;202205;202206;202207
NE;CE;JUAZEIRO DO NORTE;ROMEIRAO;URBANO COMERCIO DE LUBRIFICANTES LIMITADA;RUA JOSE ANDRADE DE LAVOR, NR: 2734, COMPLEMENTO: NI - BAIRRO: ROMEIRAO;GASOLINA;0.0;0.0;6.79;0.0;7.45;8.05;7.383333333333333
NE;CE;JUAZEIRO DO NORTE;ROMEIRAO;URBANO COMERCIO DE LUBRIFICANTES LIMITADA;RUA JOSE ANDRADE DE LAVOR, NR: 2734, COMPLEMENTO: NI - BAIRRO: ROMEIRAO;GASOLINA ADITIVADA;0.0;0.0;6.9;0.0;7.59;8.2;7.533333333333334
NE;CE;JUAZEIRO DO NORTE;ROMEIRÃO;JUAZEIRO PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 721, COMPLEMENTO: 0 - BAIRRO: ROMEIRÃO;DIESEL;0.0;5.78;0.0;0.0;7.38;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;ROMEIRÃO;JUAZEIRO PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 721, COMPLEMENTO: 0 - BAIRRO: ROMEIRÃO;DIESEL S10;0.0;5.96;0.0;0.0;7.48;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;ROMEIRÃO;JUAZEIRO PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 721, COMPLEMENTO: 0 - BAIRRO: ROMEIRÃO;ETANOL;0.0;5.79;0.0;0.0;6.09;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;ROMEIRÃO;JUAZEIRO PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 721, COMPLEMENTO: 0 - BAIRRO: ROMEIRÃO;GASOLINA;0.0;6.69;0.0;0.0;7.49;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;ROMEIRÃO;JUAZEIRO PETROLEO LTDA;AVENIDA CASTELO BRANCO, NR: 721, COMPLEMENTO: 0 - BAIRRO: ROMEIRÃO;GASOLINA ADITIVADA;0.0;6.85;0.0;0.0;7.79;0.0;0.0
NE;CE;JUAZEIRO DO NORTE;SALESIANO;WR PETROLEO E DERIVADOS LTDA;AVENIDA PADRE CICERO, NR: 1910, COMPLEMENTO: NI - BAIRRO: SALESIANO;DIESEL;5.84;5.89;5.89;0.0;0.0;8.04;0.0
NE;CE;JUAZEIRO DO NORTE;SALESIANO;WR PETROLEO E DERIVADOS LTDA;AVENIDA PADRE CICERO, NR: 1910, COMPLEMENTO: NI - BAIRRO: SALESIANO;DIESEL S10;6.04;6.09;6.09;0.0;0.0;8.14;0.0
NE;CE;JUAZEIRO DO NORTE;SALESIANO;WR PETROLEO E DERIVADOS LTDA;AVENIDA PADRE CICERO, NR: 1910, COMPLEMENTO: NI - BAIRRO: SALESIANO;ETANOL;5.59;5.59;5.59;0.0;0.0;6.49;0.0
